run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,1367.15,1.76,76,80104
2,1359.59,1.81,77,79940
3,1407.15,1.84,75,79992
4,1391.50,2.42,61,79980
5,1371.97,1.78,75,79956
6,1354.60,2.05,67,81908
7,1395.35,2.49,73,79948
8,1409.21,1.88,75,81812
9,1405.11,2.02,69,79824
10,1411.45,1.93,72,82080
