run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,2641.42,1.86,138,82836
2,2604.51,1.89,136,82564
3,2636.73,1.84,139,82428
4,2641.46,2.93,88,82232
5,2633.71,1.86,138,82480
6,2621.02,1.83,140,82156
7,2699.43,2.77,95,82472
8,2603.64,3.57,72,82468
9,2671.53,1.85,138,82628
10,2717.91,1.86,139,84308
