run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,25822.44,4.20,539,146516
2,22789.14,5.82,396,144856
3,23130.23,4.10,540,144572
4,22217.76,5.67,455,147172
5,22422.34,4.69,479,144508
6,22832.85,5.09,434,145620
7,23121.90,7.07,352,146224
8,23393.94,4.42,552,144616
9,48227.81,6.03,382,146356
10,22724.84,4.15,542,146372
