run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,6947.51,21.01,32,1493724
2,6935.89,20.04,34,1493708
3,6955.31,20.11,34,1493496
4,6794.85,21.32,33,1493516
5,6970.55,21.13,32,1493752
6,7035.77,21.07,32,1493680
7,7128.42,19.79,35,1493552
8,6886.75,22.20,30,1493564
9,7123.04,20.33,33,1494980
10,6914.98,21.73,32,1495160
