run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,26792.05,4.70,529,158476
2,24922.64,5.62,437,156916
3,25464.42,4.51,545,156644
4,24839.27,4.48,543,158484
5,25520.28,6.28,400,156684
6,24979.09,4.43,542,156852
7,24564.35,4.47,558,158712
8,24702.52,4.62,548,158156
9,24521.24,5.10,485,156604
10,24864.09,4.85,513,156356
