run,task_clock_ms,wall_s,cpu_pct,max_rss_kb
1,28833.76,103.46,21,1580732
2,25432.89,110.74,23,1580268
3,26602.49,95.84,21,1580368
4,23094.77,107.43,23,1580256
5,20511.48,98.55,23,1580396
6,25187.23,123.94,20,1580260
7,22992.10,114.26,20,1580216
8,25816.79,100.82,15,1580120
9,25089.20,96.00,21,1580016
10,20728.84,114.33,22,1579880
